time_period_start,time_period_end,time_open,time_close,price_open,price_high,price_low,price_close,volume_traded,trades_count
2020-01-01T00:01:56.0000000Z,2020-01-01T00:01:57.0000000Z,2020-01-01T00:01:56.2937680Z,2020-01-01T00:01:56.2937680Z,7155.02,7155.02,7155.02,7155.02,0.00315391,1
2020-01-01T00:01:57.0000000Z,2020-01-01T00:01:58.0000000Z,2020-01-01T00:01:57.3147580Z,2020-01-01T00:01:57.7923660Z,7156.12,7156.13,7154.72,7156.13,0.10242339,3
2020-01-01T00:01:58.0000000Z,2020-01-01T00:01:59.0000000Z,2020-01-01T00:01:58.3313360Z,2020-01-01T00:01:58.3313360Z,7154.84,7154.84,7154.84,7154.84,0.07363144,1
2020-01-01T00:02:00.0000000Z,2020-01-01T00:02:01.0000000Z,2020-01-01T00:02:00.7138290Z,2020-01-01T00:02:00.7138290Z,7156.07,7156.07,7156.07,7156.07,0.03376088,1
2020-01-01T00:02:01.0000000Z,2020-01-01T00:02:02.0000000Z,2020-01-01T00:02:01.4977810Z,2020-01-01T00:02:01.4977810Z,7156.07,7156.07,7156.07,7156.07,0.01582668,2
2020-01-01T00:02:08.0000000Z,2020-01-01T00:02:09.0000000Z,2020-01-01T00:02:08.6760000Z,2020-01-01T00:02:08.7740000Z,7163.3,7163.3,7163.0,7163.3,0.28225267,3
2020-01-01T00:02:14.0000000Z,2020-01-01T00:02:15.0000000Z,2020-01-01T00:02:14.3710000Z,2020-01-01T00:02:14.8080000Z,7163.3,7164.22,7162.0,7164.22,0.61964144,3
2020-01-01T00:02:16.0000000Z,2020-01-01T00:02:17.0000000Z,2020-01-01T00:02:16.4560000Z,2020-01-01T00:02:16.4560000Z,7163.0,7163.0,7163.0,7163.0,1e-05,1
2020-01-01T00:02:17.0000000Z,2020-01-01T00:02:18.0000000Z,2020-01-01T00:02:17.1056910Z,2020-01-01T00:02:17.5320000Z,7156.07,7160.0,7156.07,7160.0,0.4202898,2
2020-01-01T00:02:21.0000000Z,2020-01-01T00:02:22.0000000Z,2020-01-01T00:02:21.0991630Z,2020-01-01T00:02:21.0991630Z,7156.08,7156.08,7156.08,7156.08,0.00125281,1
2020-01-01T00:02:23.0000000Z,2020-01-01T00:02:24.0000000Z,2020-01-01T00:02:23.3648060Z,2020-01-01T00:02:23.3648060Z,7156.08,7156.08,7156.08,7156.08,0.0066756,1
2020-01-01T00:02:24.0000000Z,2020-01-01T00:02:25.0000000Z,2020-01-01T00:02:24.1004130Z,2020-01-01T00:02:24.1004130Z,7156.08,7156.08,7156.08,7156.08,0.00342748,1
2020-01-01T00:02:26.0000000Z,2020-01-01T00:02:27.0000000Z,2020-01-01T00:02:26.4370000Z,2020-01-01T00:02:26.4370000Z,7158.82,7158.82,7158.82,7158.82,0.02169079,1
2020-01-01T00:02:28.0000000Z,2020-01-01T00:02:29.0000000Z,2020-01-01T00:02:28.0839310Z,2020-01-01T00:02:28.9920410Z,7155.56,7155.56,7155.26,7155.26,0.12124402,3
2020-01-01T00:02:29.0000000Z,2020-01-01T00:02:30.0000000Z,2020-01-01T00:02:29.5341250Z,2020-01-01T00:02:29.8530000Z,7155.14,7158.82,7155.14,7158.82,0.01453944,2
2020-01-01T00:02:32.0000000Z,2020-01-01T00:02:33.0000000Z,2020-01-01T00:02:32.7966230Z,2020-01-01T00:02:32.7966230Z,7155.0,7155.0,7155.0,7155.0,0.08213918,1
2020-01-01T00:02:37.0000000Z,2020-01-01T00:02:38.0000000Z,2020-01-01T00:02:37.4206670Z,2020-01-01T00:02:37.4206670Z,7155.01,7155.01,7155.01,7155.01,0.01766204,1
2020-01-01T00:02:38.0000000Z,2020-01-01T00:02:39.0000000Z,2020-01-01T00:02:38.4894970Z,2020-01-01T00:02:38.4894970Z,7155.01,7155.01,7155.01,7155.01,0.00160066,1
2020-01-01T00:02:40.0000000Z,2020-01-01T00:02:41.0000000Z,2020-01-01T00:02:40.9903130Z,2020-01-01T00:02:40.9903130Z,7155.01,7155.01,7155.01,7155.01,0.00229599,1
2020-01-01T00:02:41.0000000Z,2020-01-01T00:02:42.0000000Z,2020-01-01T00:02:41.1548650Z,2020-01-01T00:02:41.1548650Z,7155.01,7155.01,7155.01,7155.01,0.01432528,1
2020-01-01T00:02:42.0000000Z,2020-01-01T00:02:43.0000000Z,2020-01-01T00:02:42.2743230Z,2020-01-01T00:02:42.2743230Z,7155.01,7155.01,7155.01,7155.01,0.00723287,1
2020-01-01T00:02:45.0000000Z,2020-01-01T00:02:46.0000000Z,2020-01-01T00:02:45.2794020Z,2020-01-01T00:02:45.3153540Z,7155.01,7155.01,7155.01,7155.01,0.03370597,2
2020-01-01T00:02:53.0000000Z,2020-01-01T00:02:54.0000000Z,2020-01-01T00:02:53.3954890Z,2020-01-01T00:02:53.6497290Z,7155.0,7155.01,7155.0,7155.01,0.0130666,2
2020-01-01T00:02:54.0000000Z,2020-01-01T00:02:55.0000000Z,2020-01-01T00:02:54.6190000Z,2020-01-01T00:02:54.6190000Z,7159.4,7159.4,7159.4,7159.4,0.1996257,1
2020-01-01T00:02:56.0000000Z,2020-01-01T00:02:57.0000000Z,2020-01-01T00:02:56.0636400Z,2020-01-01T00:02:56.0636400Z,7155.01,7155.01,7155.01,7155.01,4.88412669,8
2020-01-01T00:02:58.0000000Z,2020-01-01T00:02:59.0000000Z,2020-01-01T00:02:58.0133290Z,2020-01-01T00:02:58.0133290Z,7155.01,7155.01,7155.01,7155.01,0.0066766,4
2020-01-01T00:02:59.0000000Z,2020-01-01T00:03:00.0000000Z,2020-01-01T00:02:59.3445240Z,2020-01-01T00:02:59.8130720Z,7155.01,7158.65,7155.01,7158.65,0.02973807,3
2020-01-01T00:03:00.0000000Z,2020-01-01T00:03:01.0000000Z,2020-01-01T00:03:00.4129250Z,2020-01-01T00:03:00.4129250Z,7158.51,7158.51,7158.51,7158.51,0.25,1
2020-01-01T00:03:01.0000000Z,2020-01-01T00:03:02.0000000Z,2020-01-01T00:03:01.5428730Z,2020-01-01T00:03:01.5428730Z,7157.63,7157.63,7157.63,7157.63,0.00361713,1
2020-01-01T00:03:03.0000000Z,2020-01-01T00:03:04.0000000Z,2020-01-01T00:03:03.2968110Z,2020-01-01T00:03:03.2968110Z,7157.62,7157.62,7157.62,7157.62,0.06810104,1
2020-01-01T00:03:06.0000000Z,2020-01-01T00:03:07.0000000Z,2020-01-01T00:03:06.0720000Z,2020-01-01T00:03:06.6584690Z,7159.2,7159.2,7156.13,7156.13,0.47363011,2
2020-01-01T00:03:11.0000000Z,2020-01-01T00:03:12.0000000Z,2020-01-01T00:03:11.3075170Z,2020-01-01T00:03:11.3075170Z,7156.13,7156.13,7156.13,7156.13,0.1029,3
2020-01-01T00:03:12.0000000Z,2020-01-01T00:03:13.0000000Z,2020-01-01T00:03:12.5236170Z,2020-01-01T00:03:12.5236170Z,7156.13,7156.13,7156.13,7156.13,0.00299745,1
2020-01-01T00:03:17.0000000Z,2020-01-01T00:03:18.0000000Z,2020-01-01T00:03:17.9244070Z,2020-01-01T00:03:17.9244070Z,7156.13,7156.13,7156.13,7156.13,0.01348877,1
2020-01-01T00:03:18.0000000Z,2020-01-01T00:03:19.0000000Z,2020-01-01T00:03:18.9220000Z,2020-01-01T00:03:18.9220000Z,7163.6,7163.6,7163.6,7163.6,6.955e-05,1
2020-01-01T00:03:23.0000000Z,2020-01-01T00:03:24.0000000Z,2020-01-01T00:03:23.9179350Z,2020-01-01T00:03:23.9179350Z,7156.13,7156.13,7156.13,7156.13,0.00667555,1
2020-01-01T00:03:24.0000000Z,2020-01-01T00:03:25.0000000Z,2020-01-01T00:03:24.7014160Z,2020-01-01T00:03:24.7014160Z,7156.13,7158.82,7156.13,7158.82,0.0334238,6
2020-01-01T00:03:26.0000000Z,2020-01-01T00:03:27.0000000Z,2020-01-01T00:03:26.6374100Z,2020-01-01T00:03:26.6374100Z,7158.81,7158.81,7158.81,7158.81,0.0018785,1
2020-01-01T00:03:27.0000000Z,2020-01-01T00:03:28.0000000Z,2020-01-01T00:03:27.2229240Z,2020-01-01T00:03:27.9557090Z,7158.81,7158.81,7158.81,7158.81,0.00924789,2
2020-01-01T00:03:28.0000000Z,2020-01-01T00:03:29.0000000Z,2020-01-01T00:03:28.1250000Z,2020-01-01T00:03:28.1250000Z,7158.82,7158.82,7158.82,7158.82,0.04874351,1
2020-01-01T00:03:31.0000000Z,2020-01-01T00:03:32.0000000Z,2020-01-01T00:03:31.1704320Z,2020-01-01T00:03:31.1704320Z,7158.81,7158.81,7158.81,7158.81,0.0018785,1
2020-01-01T00:03:33.0000000Z,2020-01-01T00:03:34.0000000Z,2020-01-01T00:03:33.9783760Z,2020-01-01T00:03:33.9783760Z,7158.8,7158.8,7158.8,7158.8,0.27977466,1
2020-01-01T00:03:41.0000000Z,2020-01-01T00:03:42.0000000Z,2020-01-01T00:03:41.6170440Z,2020-01-01T00:03:41.6170440Z,7161.17,7161.17,7161.17,7161.17,0.00326773,1
2020-01-01T00:03:43.0000000Z,2020-01-01T00:03:44.0000000Z,2020-01-01T00:03:43.8800000Z,2020-01-01T00:03:43.9860000Z,7156.9,7156.9,7156.9,7156.9,0.01707584,2
2020-01-01T00:03:45.0000000Z,2020-01-01T00:03:46.0000000Z,2020-01-01T00:03:45.4890280Z,2020-01-01T00:03:45.6580030Z,7160.52,7160.52,7160.52,7160.52,0.01899372,2
2020-01-01T00:03:46.0000000Z,2020-01-01T00:03:47.0000000Z,2020-01-01T00:03:46.8151980Z,2020-01-01T00:03:46.8151980Z,7160.51,7160.51,7160.51,7160.51,0.04810583,1
2020-01-01T00:03:47.0000000Z,2020-01-01T00:03:48.0000000Z,2020-01-01T00:03:47.6650000Z,2020-01-01T00:03:47.6650000Z,7163.6,7163.6,7163.6,7163.6,0.00263653,1
2020-01-01T00:03:50.0000000Z,2020-01-01T00:03:51.0000000Z,2020-01-01T00:03:50.0712480Z,2020-01-01T00:03:50.0712480Z,7160.52,7160.52,7160.52,7160.52,0.00681042,1
2020-01-01T00:03:52.0000000Z,2020-01-01T00:03:53.0000000Z,2020-01-01T00:03:52.2402350Z,2020-01-01T00:03:52.2402350Z,7161.78,7161.78,7161.78,7161.78,0.00263609,1
2020-01-01T00:03:54.0000000Z,2020-01-01T00:03:55.0000000Z,2020-01-01T00:03:54.3235930Z,2020-01-01T00:03:54.3235930Z,7161.78,7161.78,7161.78,7161.78,0.04107528,2
2020-01-01T00:03:55.0000000Z,2020-01-01T00:03:56.0000000Z,2020-01-01T00:03:55.2976940Z,2020-01-01T00:03:55.2976940Z,7161.78,7161.78,7161.78,7161.78,0.01336238,1
2020-01-01T00:03:58.0000000Z,2020-01-01T00:03:59.0000000Z,2020-01-01T00:03:58.0066910Z,2020-01-01T00:03:58.8312190Z,7161.75,7161.75,7161.73,7161.73,0.00535039,2
2020-01-01T00:04:01.0000000Z,2020-01-01T00:04:02.0000000Z,2020-01-01T00:04:01.0410000Z,2020-01-01T00:04:01.0410000Z,7158.5,7158.5,7158.5,7158.5,0.00744012,1
2020-01-01T00:04:02.0000000Z,2020-01-01T00:04:03.0000000Z,2020-01-01T00:04:02.3464990Z,2020-01-01T00:04:02.3464990Z,7158.9,7158.9,7158.9,7158.9,0.07682295,1
2020-01-01T00:04:03.0000000Z,2020-01-01T00:04:04.0000000Z,2020-01-01T00:04:03.7573930Z,2020-01-01T00:04:03.7573930Z,7158.01,7158.01,7158.01,7158.01,0.02810614,1
2020-01-01T00:04:04.0000000Z,2020-01-01T00:04:05.0000000Z,2020-01-01T00:04:04.6072370Z,2020-01-01T00:04:04.6072370Z,7157.97,7157.97,7157.97,7157.97,0.00326691,1
2020-01-01T00:04:06.0000000Z,2020-01-01T00:04:07.0000000Z,2020-01-01T00:04:06.2120000Z,2020-01-01T00:04:06.5419500Z,7154.97,7157.17,7154.97,7157.17,0.01616272,2
2020-01-01T00:04:08.0000000Z,2020-01-01T00:04:09.0000000Z,2020-01-01T00:04:08.7250000Z,2020-01-01T00:04:08.7250000Z,7159.3,7159.3,7159.3,7159.3,0.0032086,1
2020-01-01T00:04:10.0000000Z,2020-01-01T00:04:11.0000000Z,2020-01-01T00:04:10.1336300Z,2020-01-01T00:04:10.1336300Z,7156.01,7156.01,7156.01,7156.01,0.07352223,1
2020-01-01T00:04:13.0000000Z,2020-01-01T00:04:14.0000000Z,2020-01-01T00:04:13.5470000Z,2020-01-01T00:04:13.7646490Z,7159.1,7159.1,7156.01,7156.01,1.0139044,3
2020-01-01T00:04:15.0000000Z,2020-01-01T00:04:16.0000000Z,2020-01-01T00:04:15.4140000Z,2020-01-01T00:04:15.4140000Z,7154.97,7154.97,7154.97,7154.97,0.85050898,1
2020-01-01T00:04:17.0000000Z,2020-01-01T00:04:18.0000000Z,2020-01-01T00:04:17.3132200Z,2020-01-01T00:04:17.3132200Z,7156.01,7156.01,7156.01,7156.01,0.00667459,1
2020-01-01T00:04:18.0000000Z,2020-01-01T00:04:19.0000000Z,2020-01-01T00:04:18.5704480Z,2020-01-01T00:04:18.5704480Z,7156.01,7156.01,7156.01,7156.01,0.02043565,1
2020-01-01T00:04:20.0000000Z,2020-01-01T00:04:21.0000000Z,2020-01-01T00:04:20.4337860Z,2020-01-01T00:04:20.4337860Z,7156.01,7156.01,7156.01,7156.01,0.00331452,1
2020-01-01T00:04:23.0000000Z,2020-01-01T00:04:24.0000000Z,2020-01-01T00:04:23.0238250Z,2020-01-01T00:04:23.0238250Z,7156.01,7156.01,7156.01,7156.01,0.00862233,1
